Date,^DJI,GS,MCD,DOW,CAT,MRK,CVX,VZ,MSFT,AMGN,CSCO,BA,PG,JPM,WBA,DIS,KO,MMM,AXP,WMT,JNJ,HON,V,NKE,AAPL,CRM,HD,TRV,UNH,INTC,IBM
2019-03-21,0.008422381099734366,0.0013379688132613143,0.007568706513795931,-0.016465903356567058,0.007894129731101707,0.010599458514964244,0.009383174432523234,0.010750870058478412,0.02297487724218472,0.004028995411361258,0.012767696898483338,-0.009198229140264358,0.007569767589513665,-0.01578633491268122,0.012900166019460091,-0.012091937481973014,-0.0004393062559266969,0.00628886272862883,0.009479064834642337,0.004257820801093715,0.005899954056014289,0.01382064464434185,0.013333219636568305,0.015226752543486377,0.03683025915734306,0.021038484233221855,0.02079518805557745,0.023147760294834452,0.006067869439571272,0.0152359247441467,0.013180479634230302
2019-03-22,-0.017725152817633316,-0.02888267003062983,0.0023608236998859944,-0.007758294130967847,-0.03200053186079199,-0.00795662585461887,-0.022008562448959434,0.025218752022975854,-0.026368488488133,-0.027046856736635094,-0.022246914512921823,-0.028253244115357345,-0.008098260300653637,-0.030232302718324222,-0.0187107068670479,-0.00395726382497974,0.009228865308838152,-0.023615219830664058,-0.021105389195579916,-0.007874037646977694,-0.008616948071098252,-0.01653517885030198,-0.017522426870922203,-0.06612877416154095,-0.02070831542664686,-0.03264448665986974,-0.006422216469471054,0.003944288672849794,-0.019561983980656006,-0.025256229322857315,-0.014069605584818734
2019-03-25,0.0005689586456134599,-0.0023815510200925205,-0.005834782600546373,0.011317088916806162,0.012406767434014698,0.0007289802085141961,-0.0016248454524334655,0.005354777357211349,0.005211648896247922,-0.0005890375466565123,-0.00018962392358212732,0.022889600444535363,0.0029509503641673707,-0.00832004334885239,-0.011536647468803007,-0.004065460652311836,0.0021771381518116417,-0.007084894730064684,-0.0038369318703403987,-0.0011192131836809116,-0.0021910858889765406,0.0006415252109339686,-0.00026148867366093675,0.0017031201766182225,-0.012091125095453625,-0.0038389790537926016,0.0049273606849282725,0.00037068093473058283,-0.0009308173413089538,-0.009012459530170602,-0.001936366524884714
2019-03-26,0.005521861069482492,0.011564500545935719,0.009476774254641773,-0.006103887286890819,0.003501007903152775,0.006921583893714445,0.010090369619305983,0.00915434563505313,0.0021246653537845273,0.009003777424133608,0.009482224658140748,-0.0002158598899764108,0.01039625446852055,0.010007082867907746,0.003728398412546019,0.02180162995662882,0.013252200394210378,0.019831689061324154,0.004218588351271091,0.0015280337708531988,0.014347278964738308,0.009940416449633505,0.014833964682034795,0.01275356966988106,-0.010331768428346821,-0.009199471291700845,-0.001792553606378533,0.0002222552539559164,-0.01405661113517731,0.012504793417384752,0.007472498734085065
2019-03-27,-0.0012526682762976638,-0.00346107461410472,0.0001600218682404897,0.025588376515141675,-0.004854367743033716,-0.007597446712393263,-0.010795120215434051,0.004123444388240305,-0.009668546070728423,-0.010357473832732889,-0.0016906766953870278,0.010340731498631461,-0.001164859918936445,-0.0034027287048810084,0.005006439998335388,0.0012710724716049615,-0.0006430603339051544,-0.00038604819926235656,-0.004748799495547962,-0.011289813812582872,0.0009382349998510175,-0.002349417777925411,-0.006954344657797984,-0.0034780213686995687,0.008994125887449966,-0.026850683457844693,-0.0004753119955172025,0.010149763919555577,-0.006902498425161552,-0.005239510584602702,-0.006988969150184765
2019-03-28,0.0035851308910419544,0.006051460990327717,0.010026036527529314,0.014970324158143589,0.008917838408859069,0.004131636120876525,0.0018730698404572088,-0.029566404897729992,0.001370305013963291,0.007138197363141252,0.004139942474787883,0.0006147016492392687,0.006316821417876151,0.01134761705359022,0.004499487471600894,0.003899202386537848,-0.0006436472664079762,0.006613197217873568,0.0016517864497871404,-0.000822778152822945,0.0012978236291854017,0.009101955458288291,0.0029179359396294124,0.011433351142466242,0.0013264790877336452,0.0003867815915570283,0.004280010522257127,0.004033894348782319,0.0021513232799570403,-0.0009405576127679005,0.004883581257876912
2019-03-29,0.008213048345375729,0.004237113515126678,0.0026929370257791074,0.015339109614061153,0.023570194467567696,0.0065352844709136715,0.001300683532320157,0.000846325073144305,0.008637738680670415,0.012416615913364737,0.011806664340642481,0.01864119971865108,0.004828586084966835,0.005163421810965962,0.012158039619660554,0.002890390136400578,0.006011128106103936,-0.0035965404520612587,0.0012824438935306048,0.0041180887789111775,0.006552177244463664,0.002396685185264813,0.009827396782965181,0.002023051273850607,0.0065176118278078565,0.02055678948297901,0.009628511837742826,0.0018991242946275744,0.020765406232871708,0.011109058501425295,0.008433517065762786
2019-04-01,0.012717201120501453,0.02474073957632239,-0.007951596470978317,0.03621917064847979,0.035131658962632484,0.0015629544735551448,0.014288056915421787,-0.0006765577343424978,0.009157237301081977,0.00942223608556736,0.018336703974509927,0.026532406330188385,-0.003940424756276539,0.03368559967490525,0.003477153710448544,0.013329770288644793,-0.002987605175610919,0.020021240027559895,0.02195777800961296,0.002973460561051189,-0.005794325329006478,0.016045803897228428,0.006850527842206189,0.012112510080313443,0.006791341097424075,0.017743244586921003,0.019542371114581236,0.006270053120023933,-0.006956186661530528,0.015083781525821127,0.015591677192024367
2019-04-02,-0.003019567161158365,0.003862884826125068,-0.000212303714106854,0.05140190174823833,-0.00042780019750643383,-0.0010803568561875698,-8.010577951567122e-05,-0.00947702656526439,0.001428253110094868,0.003441455788805836,0.0056384026765028405,-0.002017800412387305,0.001061361823749607,0.004778228094766801,-0.12805161733523773,-0.004888439467681138,-0.0032105728671095735,0.0008964936243847088,-0.006266833244538361,-0.008996051297167074,-0.00913788193922882,-0.002663147211071304,0.003306525355994294,-0.010090255826712635,0.014536823539631705,-0.0041568321093861105,-0.006798174725943906,-0.008766979271064734,-0.004602198138323854,-0.002751717906181561,-0.0020935336116971737
2019-04-03,0.001489736241034656,0.017012842390973004,0.0,0.011200024844220557,-0.006633740977050384,-0.0003607014731522584,-0.008324621270419885,0.0058089479955747425,0.006544226524351382,0.0025463684691244826,0.006149351073117426,-0.01538066840405583,-0.0005782545959563956,0.0019973431771826977,-0.009393156487273902,0.00500170958824131,-0.008374687918193957,0.004714056468339445,-0.003963827801081621,0.0025789820876820357,-0.0039213447825920955,-0.004657157565228887,0.004309968542352216,0.0011851208668691715,0.0068549200137737465,0.01314560265754472,0.02212971149833276,-0.0015348681626454752,0.005850896103891889,0.020603268688158982,0.0044058300789542315
